"GDP per capita, PPP (euro, the long-term exchange rate of 1.33 USD/â‚¬)", , , , , , , , , , , , , , , ,
Code,Countries,Continents,SRegion,2015.0,2020.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0,2060.0,2070.0,2080.0,2090.0,2100.0
1,Afghanistan,Asia-Pacific,India_SAARC,1403.13071178629,1683.18104610408,2185.48169900619,3111.67844980023,4840.79282768029,7995.94463778656,13341.5890365383,21338.5287140098,42899.4392561219,63337.2847111563,76861.4751982957,84046.5683382529,87418.3602565563
2,Albania,Europe,Europe,8134.79878354537,10875.538379215,14685.1130488135,19676.7104117562,25765.2659765996,32652.3619492843,39921.1657611014,47181.0404265664,60699.6915339716,72005.7427850432,80242.6492896481,85276.8637332234,87982.4018235042
3,Algeria,Africa,MENA,10724.5375411503,12977.7210932664,16424.9014461785,21407.1759265581,28010.1167132041,35853.4045452435,44164.6425122034,52155.5583122722,65622.6329982272,75550.0624011011,82219.4963105095,86050.6599668397,87991.6115602097
4,Andorra,Europe,Europe,25864.1519762414,29166.0550819552,32578.107342212,36076.9738183106,39656.7272309917,43334.0634701073,47148.6768461865,51153.7642366544,59857.5831671234,69044.9022401291,77329.3421063665,83662.17293569,88116.5474160348
5,Angola,Africa,Africa,5965.42033316453,7869.40034444316,10372.1369387397,13562.9000130412,17492.755740256,22163.1357967564,27527.7237825687,33503.9173282778,46807.3008840185,60617.2290166781,72793.1419110019,81862.2756905385,87904.0723859279
6,Antarctica,,,,,,,,,,,,,,,
7,Antigua and Barbuda,Americas,N America,16162.4588090948,18477.0737580387,22088.5996406482,27347.2978183212,34250.0477740294,42203.8378909832,50227.8563158206,57510.6103695372,69009.5824619483,77293.6184567255,82972.7104862392,86295.7218333219,88000.1078508114
8,Area under dispute,,,,,,,,,,,,,,,
9,Argentina,Americas,S America,15465.3880616001,19688.6029332805,25581.9585890146,32935.2039222136,40987.9067474153,48775.9183368415,55639.3919595085,61421.2474457377,70564.6328535393,77741.1696618048,83006.7521172921,86192.7214166712,87855.7313551718
10,Armenia,Europe,Eurasia,6539.95962089511,10139.3179326185,15930.0378557305,24038.46283889,33632.9900525062,43288.7119333779,51868.3729364196,58977.7612883834,69645.3120224196,77432.7926734288,82924.4851587504,86190.0320369472,87879.7157309501
11,Australia,Asia-Pacific,SE Asia,33657.248366071,38703.8390016345,44619.7237489808,51105.4063253296,57719.6757039566,63996.3040908725,69568.8698863379,74239.0836985062,80847.0690351271,84577.3142581749,86530.1134568395,87512.7749677564,87997.501698753
12,Austria,Europe,Europe,35576.5248646528,39631.4549332973,44282.1425636034,49388.2413267931,54733.5472821375,60060.8117278635,65120.8277984849,69716.6306667799,77110.757723005,82106.3435519688,85210.2385523432,87041.432771488,88089.3373740628
13,Azerbaijan,Asia-Pacific,Eurasia,13251.7621989875,16302.7967084354,20135.5008047482,24745.1735972795,30029.5874027253,35807.0614059506,41867.0396130848,48024.057700036,60101.8266052528,71000.9923003653,79449.0973154574,84899.8005424114,87996.3224322118
14,Bahamas. The,Americas,N America,16942.875495555,17888.2553125767,19662.2473980355,22871.4310981783,28253.5739080689,36143.4756881296,45692.7728318599,55095.9582788377,69164.9655548726,77801.8958170017,83262.6208812801,86394.5694619143,88000.0138579948
15,Bahrain,Asia-Pacific,MENA,32799.1002726607,35302.2025798832,38267.4337672881,41701.5633537677,45574.3297546336,49811.8094080972,54297.7808051637,58884.9201974338,67735.9498637149,75315.9502074801,81136.8673667633,85253.4807496409,88001.7283617635
16,Bangladesh,Asia-Pacific,India_SAARC,2358.71360112451,3145.01843841874,4323.40512549415,6068.4380934272,8589.79055595675,12100.4986450087,16764.6092894473,22640.9824298553,37540.0971307038,54404.9910805143,69626.7853267056,80827.9084713581,87999.771859985
17,Barbados,Americas,N America,11759.10951726,12929.8593789768,14659.7425390612,17171.4625790376,20711.8382059538,25481.5409557154,31526.3517376446,38650.0580901782,54329.0296526057,68576.3899036437,78839.0319106829,84885.8199145213,87999.7784538168
18,Belarus,Europe,Eurasia,13777.481226284,17220.1524717577,21506.8002880963,26577.8345348128,32258.5214299709,38302.2665906841,44464.4886940671,50563.6558358711,62182.7931193807,72430.6130313266,80258.6185541879,85227.4720464877,87996.0661644953
19,Belgium,Europe,Europe,31015.7561500508,32897.6234312333,35339.4961721681,38431.6871962821,42224.7603149698,46695.8026861892,51721.7209153778,57077.8549635303,67610.679953783,76255.6332047379,82232.195271059,85903.2464805203,87999.9980598077
20,Belize,Americas,S America,6037.65890462092,6896.92233756459,8166.97865821329,10033.8009101251,12735.3944743132,16531.8120603851,21631.9073475439,28090.5837941425,44136.4821084461,60973.8604992188,74506.7667938869,83192.2626077559,87998.2002815209
21,Benin,Africa,Africa,1494.43378027066,1793.92630924178,2322.30670662005,3278.00387368795,5023.95788951498,8142.34184913041,13339.5969657471,21060.4362964936,42097.076557497,62674.7305715232,76725.12480139331,84360.6687552697,88000.0504517556
22,Bermuda,Americas,N America,39109.8081584751,43159.986790727,48117.4064904076,53789.7620082109,59798.8495500527,65670.0432995225,70976.0983715507,75449.3075427663,81713.2385312051,85122.2303991341,86817.6719937091,87623.5602035162,87998.4168048645
23,Bhutan,Asia-Pacific,India_SAARC,5908.762756311,7836.07095216958,10363.7290839612,13576.7496474661,17521.4150970258,22195.5336832875,27551.8133536395,33509.810857577,46766.6627319642,60552.1004658016,72749.6019771116,81880.2357830104,88001.3676770321
24,Bolivia,Americas,S America,4859.57472465569,5907.54150122765,7403.87421191619,9517.30804801898,12439.7922317199,16352.6702081122,21375.3363423269,27513.9279028631,42451.1128003648,58551.2926227806,72400.7433963518,82097.9701147265,88002.5683631095
25,Bosnia-Herzegovina,Europe,Europe,7421.64300667394,9292.84242652523,12029.3214845472,15884.3100047716,21017.8708613895,27382.6076395655,34681.7037688458,42456.1617288442,57672.2888669629,70500.9494367104,79665.5302198346,85151.2334768133,88042.0232076802
26,Botswana,Africa,Africa,11858.3426502217,13969.3496595559,16522.8358497981,19560.1444272559,23108.4912722086,27180.5418239803,31776.9480020641,36887.1019721116,48478.5922573243,61010.2969963539,72571.1868998605,81620.8621133006,88002.192789652
27,Bouvet Island (uninhabited),,,,,,,,,,,,,,,
28,Brazil,Americas,S America,11632.8435582618,13656.7401738281,16484.4247843234,20299.5588703652,25200.2144214587,31123.2958840263,37822.9668886425,44936.3594332022,58989.7767445152,71083.0888012292,79868.0995026161,85181.5646453989,88001.5963070079
29,Brunei,Asia-Pacific,SE Asia,51350.0130479086,53917.7452361335,56827.1833846735,60015.8579849889,63385.183272965,66810.6900720098,70159.7768497232,73311.8536408995,78692.1784826589,82641.2359328977,85294.4801868106,86973.8301609434,87997.2022776962
30,Bulgaria,Europe,Europe,13029.788634451,16516.2415209295,21198.8925939302,27054.6667062368,33790.9585003654,40916.2902395368,47933.5529301535,54513.3199134854,65995.3706824637,75242.7880949117,81894.1079109522,85884.2018660437,87971.8394368293
31,Myanmar former Burma,Asia-Pacific,SE Asia,2073.48671999295,3599.22149607889,5954.26623669495,9668.78801574807,15218.832776212,22657.292032681,31424.6218061217,40609.9010135294,57367.8683421182,70222.3652245095,79045.7402646802,84522.2794911607,87843.7044491039
32,Burundi,Africa,Africa,557.365115316781,610.88380434267,722.611737019619,969.571116842013,1559.22535998056,3066.77857498672,6879.79294796268,15105.8758890929,43842.6936237704,68277.9839120681,80507.2706326101,85783.0824346822,88000.0006132416
33,Cambodia (Formerly Kampuchea),Asia-Pacific,SE Asia,2402.00644404032,3005.05612927549,3899.63932238805,5236.30045473423,7222.99766164816,10115.94295826087,14178.0133960508,19601.9034501724,34442.6744242761,52273.277891318,68648.2078245187,80569.5901508512,87994.1908502812
34,Cameroon,Africa,Africa,2182.19792368013,2519.97780753916,3104.2679341858,4134.48184203094,5965.45882079867,9157.9254538493,14392.9024120574,22107.9201995877,43046.1081924233,63397.0110397347,77138.0543285565,84517.7194194325,87999.7024124444
35,Canada,Americas,N America,33331.189720148,39116.9882694716,46545.0699229037,54999.9490205873,63409.3269818949,70747.1027642114,76473.2604673752,80574.7421083514,85128.8141321419,86956.6337199055,87648.1530683799,87903.9311564004,87997.7474036448
36,Cape Verde,Africa,Africa,5118.05870487534,7173.60337570771,9980.86983062659,13647.9177244124,18206.3620674359,23595.6940839058,29678.8524690446,36278.8551276296,50276.596245284,63899.8863302548,75192.1399078545,83081.373400926,87993.3778740992
37,Central African Republic,Africa,Africa,505.452120787911,844.275513550375,1479.26724801749,2723.3012549916,5114.17274510323,9344.46836458455,15922.1664837475,24737.0369612281,45563.1503067479,64226.2501074147,77065.5656554131,84383.482088512,88095.5146885638
38,Chad,Africa,Africa,1713.57096060003,2292.15067496318,3212.61104958817,4671.83782297118,6937.74187292865,10318.2010366422,15079.6106510184,21335.5478163776,37598.7630562241,55658.8637936565,71102.5323812802,81703.4842397816,87989.4696546478
39,Chile,Americas,S America,16898.4570225433,19554.0125755213,22591.5272471223,26007.5146925456,29789.4331299386,33922.9562479366,38399.2742296139,43215.6430675648,53786.2556935196,64910.2351910091,74950.0921841057,82647.3875869922,88001.6747616117
40,China,Asia-Pacific,NE Asia,10198.6206436039,14798.288779649,20412.2864938105,26743.8959605643,33408.0208559473,40053.3195260406,46448.6315458608,52501.8354074427,63614.9857016185,73278.723167592,80673.4027846983,85381.770410762,88014.8913648006
41,Colombia,Americas,S America,9709.44446224068,11500.1666358588,13869.1109178475,16934.9947488166,20788.6606879495,25465.6066534141,30928.5162239901,37067.9047913684,50647.5410520949,64243.7018359171,75533.388049268,83300.7118984355,88005.2466396437
42,Comoros,Africa,Africa,1824.27204091071,3555.08938830398,6075.31940564498,9975.64333106711,15856.8470854512,23827.5881767403,33170.954380185096,42712.3474482184,59167.7690478033,71077.2619745016,79186.4726165042,84430.76004633,87903.0494354184
43,Congo. Democratic Republic of the (Formerly Zaire),Africa,Africa,1042.33853920451,1644.79730103052,2721.5214413192,4595.91202776218,7677.80785191436,12338.9419907237,18722.4653519973,26619.3231815795,44782.6755244338,62078.9272936253,75196.1688840354,83402.671800671,87911.4070189054
44,Congo. Republic of the,Africa,Africa,4667.24634721835,5607.611548385,7204.81668548013,9885.68216089581,14201.2550923724,20601.732523715,29034.0234857758,38739.5027808922,57666.0708432402,71901.1651287529,80834.7309480438,85660.1117338098,87999.0220278606
45,Costa Rica,Americas,S America,11175.7507933545,13681.0350842429,16875.8720203157,20815.2596977842,25487.4840637166,30808.2640437673,36639.6858070281,42823.1532190904,55614.789438877,67747.5716925164,77518.9506925725,84089.3184845615,87998.7580265539
46,Croatia,Europe,Europe,15407.0994646744,18532.1147291954,22419.5168747889,27047.3713665767,32296.9225001016,37975.7240082403,43872.1930288933,49809.9560359476,61346.7943616323,71676.7528470088,79624.9263760093,84697.1082077427,87537.9646153118
47,Crozet Islands (France),,,,,,,,,,,,,,,
48,Cuba,Americas,N America,15524.5174742059,18139.9736223588,22074.9279529051,27587.0638927504,34563.9099194885,42389.9674716265,50193.1621067902,57301.8826671512,68768.7968158578,77238.4910775392,83093.3476773281,86524.9448708378,88284.9174041195
49,Cyprus,Europe,Europe,22701.2577493477,25987.8654012417,30692.4286574327,36791.639892009,43775.3258530841,50803.0360155088,57166.5060662032,62603.7474833981,71280.7947387098,78168.8573938412,83271.4951258188,86374.8254897491,87999.4898167774
50,Czech Republic,Europe,Europe,22871.4480127451,26470.2638998752,30819.334985328,35793.2228790042,41162.6804304198,46660.8876661428,52068.9424038219,57267.9496473742,66945.2106032776,75419.2383492495,81846.0641050259,85831.079913464,87972.3459054361
51,Denmark,Europe,Europe,32496.1463501987,34854.399241649,37556.4536517259,40605.2480877072,43985.3323196941,47659.8770980088,51570.1930663913,55638.4865686843,63880.3568492642,71651.7591368125,78391.7500119245,83838.3900422044,88000.4615408026
52,Djibouti,Africa,Africa,2433.88012568263,3068.82619589424,4025.32349667182,5464.01935331918,7599.35522930989,10682.9230764382,14954.8697569536,20567.7565612825,35559.7783217986,53172.5340488573,69166.9558125447,80770.2247918273,88000.0335674273
53,Dominica,Americas,N America,8065.55265426467,9883.99804234282,12598.1760593203,16501.0349674026,21791.2193674102,28422.7117582409,36037.5879199483,44076.6224419299,59396.5644834154,71814.1850057419,80410.5281807155,85423.0256332901,87999.9978634303
54,Dominican Republic,Americas,N America,9875.01286854646,12098.3707573913,14802.2192728942,18022.0126060832,21773.6627992887,26055.1178428554,30852.0838148409,36141.9830881993,48008.1873518188,60711.3862880487,72384.3481335409,81527.058831995,88000.8691632646
55,Ecuador,Americas,S America,8439.91559381085,10533.9155130074,13950.2060201135,19192.3522364329,26451.0808640492,35231.9855279713,44450.946450699,53051.4579548021,66748.1372943127,76302.7011612212,82593.9518293116,86185.3155223209,88000.2137501901
56,Egypt,Africa,MENA,7929.01538390919,10867.1435320106,15849.1896651146,23384.6692808313,33009.6724287693,43191.5270188854,52356.0546214702,59815.5632089724,70497.7937927286,77990.8384546925,83243.7943629412,86374.4514118539,87999.4703430929
57,El Salvador,Americas,S America,6341.99131988617,8920.41900394142,13456.952106111,20626.6394711129,30202.6935170978,40729.9033311048,50467.7933380473,58504.8506783723,69967.5129478354,77800.9611939989,83182.917222957,86359.638983165,88000.4698240695
58,Equatorial Guinea,Africa,Africa,23203.3825341197,29201.9553282015,35036.2884578031,40523.3078964498,45590.0977971396,50258.1410370211,54616.9728909754,58789.4239656873,66963.5189338539,74788.5074361417,81188.8110311686,85472.8211241967,88016.3099115698
59,Eritrea,Africa,Africa,1382.76783371434,2284.41249461256,4449.98129600697,9334.93859543776,18377.143980301,30896.1332958836,43876.4789843999,54757.6754276147,69029.8618848034,77485.008668947,82905.5451949053,86036.5674556119,87644.2546109402
60,Estonia,Europe,Europe,20060.4545632243,21528.5106792037,23370.8451202653,25656.3680520777,28452.5955005705,31819.06379651,35799.2894750848,40409.7665832493,51337.9669726047,63420.0874971716,74401.3419907762,82612.8261231411,88005.7240482235
61,Ethiopia,Africa,Africa,1168.97097352838,1840.66115418121,3059.16295618487,5206.03509473201,8751.43998995193,14075.8741653507,21226.6736945228,29811.8028381073,48501.427572682,65124.0409674385,77070.4562010844,84222.7485792579,87999.7398537519
62,Falkland Islands (Islas Malvinas),,,,,,,,,,,,,,,
63,Federated States of Micronesia,Asia-Pacific,SE Asia,2414.2556989834,2647.52300904591,3058.69171935197,3798.17394276952,5152.07406145004,7634.2535753283,12021.5118485267,19096.577348679,40656.9828281708,62785.9811314314,77298.2867648981,84684.030504668,88000.0193223279
64,Fiji,Asia-Pacific,SE Asia,6416.19857151018,7267.69968693149,8548.99293714501,10465.2772531223,13282.7643834499,17291.704444544,22712.5973502012,29566.5912097481,46262.6638130608,63045.8619834989,75908.1977834629,83804.5028987056,88000.1089302586
65,Finland,Europe,Europe,30217.5880524683,34853.6593163846,40749.7407532877,47689.1448321283,55147.961987352,62434.4964513375,68934.3384035324,74292.0164546372,81488.5448345153,85166.3151673176,86885.9796642142,87657.0801966401,87996.3831385504
66,France,Europe,Europe,28823.8888231685,32037.2418626105,35853.4105736407,40246.5152939989,45124.3545815622,50328.6012520056,55653.0874985736,60876.4756058282,70268.0448549504,77549.8127694915,82636.1763345658,85943.3669895911,87996.8211308614
67,French Guiana (France),Americas,S America,9225.35457228662,12229.4951542206,16594.1204409468,22471.8963360347,29654.3457111548,37561.9160976014,45487.1602865275,52897.8205133655,65461.0242428357,75114.9151503543,81838.4805303171,85792.276155685,87829.9371471172
68,Gabon,Africa,Africa,14193.3264796286,15343.6689576153,17010.9300024135,19386.2803663109,22680.0369786036,27069.5851996752,32617.8637134305,39199.5554943587,54038.5738244401,68045.1196379385,78450.0076319452,84717.2740290236,88000.1288614127
69,Gambia. The,Africa,Africa,1245.62709298566,1586.94873168322,2108.30432193133,2911.98567228407,4151.07021276987,6038.85821169246,8842.1229974654,12844.4777055353,25206.4687159726,42681.3578809173,61399.3714207934,77024.6256094104,87958.8799844439
70,Georgia,Europe,Eurasia,5841.90768909365,8103.04013818297,11230.2015801338,15346.1442840682,20460.455126526,26447.1926089343,33076.4861386847,40081.9058658419,54267.1864449254,67260.9102748601,77428.317384562,84109.2701709023,87998.6563936262
71,Germany,Europe,Europe,33343.2458786495,36648.0683223851,40565.9355168186,45046.8267547803,49964.4135903564,55123.3071687979,60288.2578765019,65226.7511019497,73732.7983408368,79935.3186065511,84014.1137242469,86521.3615607269,88000.1815536158
72,Ghana,Africa,Africa,3107.6736927135,4476.18556857279,6922.67734523604,11080.0297229707,17467.4112699076,26001.2189710705,35799.6809544975,45642.1038636656,62355.2139161121,74159.009267821,81707.8014329733,85911.4947847013,88000.8467173452
73,Greece,Europe,Europe,18583.1114187665,19825.5821885611,21475.1377230021,23636.3652471146,26418.2191877963,29918.2383111812,34200.4025467219,39270.0370313767,51361.3698774409,64367.25273395,75557.7238541023,83329.7858681163,88000.0906112052
74,Greenland,Americas,Europe,18864.4458524752,20693.9951436648,22871.9884017251,25436.9567039218,28424.7224065324,31868.5399614415,35798.9569669273,40239.1758933364,50598.4265870433,62166.1763981675,73081.4496657318,81765.418734392,87969.8975171227
75,Grenada,Americas,N America,9384.43427866095,11117.2087069655,13391.550031768,16318.1952529469,19986.972075038,24444.3636006379,29677.6717093084,35611.3724373948,48980.4264570093,62734.8349603233,74478.1494594319,82797.1242036577,87992.6961752277
76,Guadeloupe (France),Americas,N America,6263.42194920901,10051.8348479474,16046.0211361662,24255.8074732009,33787.9933625286,43287.6478110335,51732.5520367543,58786.0412862018,69529.9310748835,77466.061445938,83073.7522162871,86408.0032457613,88132.7715943119
77,Guam,Asia-Pacific,SE Asia,18388.850912031,19860.3492805723,21820.8024560237,24391.5896737663,27685.1235531805,31776.3863671917,36672.023869778,42289.973956356,54923.9249797306,67485.7325638253,77569.344665129,84165.4530440289,87941.3415826367
78,Guatemala,Americas,S America,5437.90873368389,6173.78833313989,7361.23465461683,9271.14382215991,12286.8729504294,16847.954120992,23260.8960382073,31431.5595706028,50333.9026455513,67159.4339310459,78563.9429560159,84898.5243589372,88000.0164566845
79,Guinea,Africa,Africa,954.139678921582,1228.66408137345,1711.14622785401,2607.1990531682,4315.6364689513,7499.96205045351,12960.6259984822,21139.2342783037,42989.2975563464,63528.5629546494,77151.5112368932,84456.7415512989,87937.4623359711
80,Guinea - Bissau,Africa,Africa,1840.15113486468,3577.30367494837,6098.85937755555,10010.523160544519,15943.1074704983,24019.3040528735,33484.8165249863,43103.7094237432,59509.0699579375,71250.8776584036,79232.5072509505,84421.0354422638,87889.6018948355
81,Guyana,Americas,S America,5222.45285480604,6711.87686336958,8945.21038713155,12195.5624744158,16698.9200397701,22538.6304266929,29557.751931926,37378.4628057108,53540.561878181,67794.9818321093,78221.6385035001,84578.8805937258,87990.2824588211
82,Haiti,Americas,N America,1346.39290165854,2158.49086975727,3861.92905725505,7291.89040015588,13418.4873804228,22523.6119270197,33550.600328683,44707.6751872197,62902.1422780677,74862.7007671086,82172.2539991258,86153.2360646981,88108.8818001719
83,Honduras,Americas,S America,3641.76271740163,4259.32869964879,5125.29899667719,6342.05886057891,8046.52213736839,10410.6930023835,13631.2234257372,17901.8246564598,30048.9946787489,46280.046462153,63383.5950057525,77753.0363899736,87999.3540895113
84,Hong Kong,Asia-Pacific,NE Asia,40913.9741691739,45910.2663229382,50709.4756455366,55249.0399574257,59486.2004180325,63395.7969725674,66967.4113854102,70202.3286332145,75708.6327609088,80057.4119990691,83431.3029000954,86014.4822032998,87973.0050901695
85,Hungary,Europe,Europe,18775.1513269596,23806.1097657834,29424.5603036037,35336.4591449793,41245.6229720845,46933.9948223655,52302.0035277781,57357.6752902926,66768.9658596,75186.4696306426,81722.9451825549,85874.8824300304,88168.8908627777
86,Iceland,Europe,Europe,31965.0536873858,36032.3553109533,40833.1644367749,46239.4839143479,52015.1103041661,57852.5625349004,63437.8464172271,68515.1760107329,76611.3434184086,81950.251474711,85161.6021620273,86989.776939421,87998.4888036877
87,Ile Amsterdam (France),,,,,,,,,,,,,,,
88,India,Asia-Pacific,India_SAARC,4358.28122647497,6131.5422724565,8717.021778774,12320.5135753752,17059.1904845857,22897.0161847361,29635.7759367757,36972.6149435629,52158.0899638434,66113.2127478264,76933.9701841446,83962.8523115801,87999.4939688793
89,Indonesia,Asia-Pacific,SE Asia,7886.05304010683,10105.2546467657,13090.9494699126,16959.7534733659,21746.186495973,27374.962703958,33672.3305478906,40411.9138286989,54300.4936965068,67219.946561998,77398.6130592114,84100.9137025549,88000.7441691846
90,Iran,Asia-Pacific,MENA,12268.6662315422,14097.8168946074,16511.8533352435,19627.045280212,23529.0778126157,28243.9041265284,33719.4102927657,39827.7416762954,53150.4044792789,66204.5142581404,76778.8445259556,83846.8212584947,87992.496681019
91,Iraq,Asia-Pacific,MENA,10235.7056928697,12391.681113903,15139.3896672303,18552.031483208,22663.1313882904,27455.4385113748,32863.5128347782,38786.7476259508,51640.1976057036,64515.6943375627,75395.8905320422,83086.2698660549,87911.7197192692
92,Ireland,Europe,Europe,40866.1306706773,45799.129630169,50552.8030583214,55067.9103111156,59302.927163254,63232.1971359919,66843.517616818,70135.5456434812,75795.8344929757,80330.8253342802,83901.7332557521,86677.1667783622,88813.404811182
93,Israel,Asia-Pacific,MENA,24117.4996006088,27431.7912509222,31050.5190209981,34917.6125083393,38977.1821500153,43188.2448919032,47534.8622285107,52023.7050790565,61422.1924834441,70820.5672449059,78803.5810522728,84440.2834764732,87998.684263883
94,Italy,Europe,Europe,24933.4170290474,25743.4709433721,26826.2711072674,28263.0540837781,30150.8392322236,32598.7704789899,35717.9278854811,39600.7873060143,49720.3168742249,61931.3976830979,73554.072739956,82341.8211618538,88000.044936003
95,Ivory Coast,Africa,Africa,2475.89192023639,2700.82258170798,3099.54329442298,3820.50944931093,5148.18294484127,7599.44636680175,11968.1974287452,19069.8361490259,40822.5216126923,62987.1407132564,77317.3924150992,84522.7805826813,87732.0099567347
96,Jamaica,Americas,N America,6426.89192194379,6949.57505902591,7785.89202571681,9124.81180282386,11254.1947494378,14568.9071568861,19502.3638122991,26326.3592633312,44498.2006151639,63057.7176061246,76427.0047385936,83957.7897075241,87627.8683658472
97,Japan,Asia-Pacific,NE Asia,26789.0569803458,27287.0547646479,27964.5108142115,28883.7832086422,30126.1352028685,31794.2506703721,34011.1222413223,36910.4846954582,45179.0800589943,56570.0915981571,69100.7802180527,80035.8830229074,87999.9886741076
98,Jordan,Asia-Pacific,MENA,8881.17465848556,10263.6697973219,11993.2607829197,14140.5217516231,16780.3823319282,19988.7252866691,23837.8033922503,28388.1398916216,39663.5916356341,53193.2710271689,66964.7978104693,78844.0550879718,87999.0707277866
99,Kazakhstan,Asia-Pacific,Eurasia,18601.2739292605,22271.1817314322,26584.70290893,31436.3269593692,36660.0170308591,42072.9508350299,47524.5735996226,52924.0885096411,63401.1273888209,72944.6582231862,80421.5341021108,85257.0237577615,87999.8329721918
100,Kenya,Africa,Africa,2190.10573037508,2780.24890142296,4004.24633021399,6571.23423434886,11673.0354011915,20384.7499158196,32193.8177889628,44744.4673826359,64461.4229250433,76063.9723931279,82706.1369172539,86256.1045264361,88000.0163001669
101,Kerguelen Islands (France),,,,,,,,,,,,,,,
102,Kiribati,Asia-Pacific,SE Asia,1374.91264354126,1690.56363536881,2232.0653668107,3203.2733020993,4984.30782345164,8192.41624627953,13572.5269062775,21561.5038556438,43018.7784657733,63463.6047092694,77134.8440581571,84485.0329248079,87987.6458289748
103,Korea. Democratic Peoples Republic,Asia-Pacific,NE Asia,575.919995111432,855.459312267111,1407.72905858266,2519.56992231678,4704.39653407878,8674.37569182571,15034.8381918948,23795.7065321542,45024.695922588,64158.3905288868,77150.3279679324,84403.8565682957,87981.5725085029
104,Korea. Republic of,Asia-Pacific,NE Asia,25691.252417699,29466.0490690208,33247.2088443419,37010.1052238974,40755.7524428855,44513.0724993539,48336.3143155284,52293.0351089828,60776.8374113586,69642.1808389317,77577.4141496347,83607.0087464439,87843.9697692925
105,Kuwait,Asia-Pacific,MENA,54132.8338429935,57922.299032579,61444.9940631747,64692.4642331184,67664.4369190136,70366.991379393,72810.9005700567,75010.198011108,78740.4837001482,81695.7778907099,84012.3464337887,85813.6313518512,87205.6839470875
106,Kyrgyzstan,Asia-Pacific,Eurasia,2477.90562401462,3137.52190251758,4127.95432871823,5611.05464554097,7799.77084577997,10939.4867169039,15258.9825528281,20897.3306819399,35844.5621729191,53325.0065526033,69204.3627482843,80762.063614794,87999.7034846856
107,Laos,Asia-Pacific,SE Asia,4063.45019969179,5733.36786958482,8177.30706961638,11603.343081776,16144.6687043783,21794.7178356465,28389.3791646874,35651.7566246005,50919.617553957,65179.0530004132,76372.6049356515,83727.8235417031,88001.4646512325
108,Latvia,Europe,Europe,16901.5186905791,18829.127441455,21240.1689342167,24200.0738281694,27753.8444363132,31916.4601497569,36668.6572325076,41957.0986977941,53730.028987485,65824.3255425448,76157.6200086776,83461.4555321588,88013.9757859137
109,Lebanon,Asia-Pacific,MENA,12971.1466958277,15161.6878890905,18074.2057695566,21823.295661433,26451.686011828,31895.0096015321,37982.0964217747,44476.6192592573,57711.246731808,69741.9170540985,78936.3873129866,84761.2772300204,87999.4457370652
110,Lesotho,Africa,Africa,1962.32847133882,2466.33992437765,3200.64788563993,4272.80563484191,5829.82605772894,8058.46015779848,11172.4208150685,15381.0620231678,27579.1577146245,44129.7134566676,61824.4459024186,76964.6961462925,88001.1416995449
111,Liberia,Africa,Africa,665.750464847228,984.000811523821,1572.43088759989,2669.22363433518,4664.55300301496,8076.14254490614,13379.5254466596,20729.3561865848,39789.1815288499,59245.6245265251,74070.517125217,83148.7296497585,87982.6079800839
